item_id,title,short_description,long_description,predictions,unitsOfMeasure,last_updated_at
102207486,Dr. Squatch - Natural Bar Soap Pine Tar - 5 oz.,"Dr. Squatch - Natural Bar Soap Pine Tar - 5 oz.   Dr. Squatch Natural Bar Soap Pine Tar is tough just like you, this black soap has a natural pine tar oil blend.&nbsp; The true pine oil brings the woods to your shower, like bathing in a massive old growth pine forest! The soap has a massaging, exfoliating effect because of the oatmeal; if youaEURtmre manly youaEURtmll love this bar.    Made in the USA   Made From 5 Natural Oils   No Harsh Chemicals   Hand Crafted   Scent Strength: Strong   Skin Types: Combination, good for oily or dry skin.   Exfoliant: Oatmeal       Dr. Squatch Frequently Asked Questions What is in Dr. Squatch soap?Dr. Squatch natural soap bars are made primarily from the following five natural oils which are the base for all of their soaps:    Olive Oil   Coconut Oil   Soybean Oil   Hemp Oil   Shea Butter   They find that these oils represent the best combination of nutrients and vitamins to keep your skin healthy and soft. Soaps also contain lye which is naturally removed","Dr. Squatch - Natural Bar Soap Pine Tar - 5 oz.   Dr. Squatch Natural Bar Soap Pine Tar is tough just like you, this black soap has a natural pine tar oil blend.&nbsp; The true pine oil brings the woods to your shower, like bathing in a massive old growth pine forest! The soap has a massaging, exfoliating effect because of the oatmeal; if youaEURtmre manly youaEURtmll love this bar.    Made in the USA   Made From 5 Natural Oils   No Harsh Chemicals   Hand Crafted   Scent Strength: Strong   Skin Types: Combination, good for oily or dry skin.   Exfoliant: Oatmeal       Dr. Squatch Frequently Asked Questions What is in Dr. Squatch soap?Dr. Squatch natural soap bars are made primarily from the following five natural oils which are the base for all of their soaps:    Olive Oil   Coconut Oil   Soybean Oil   Hemp Oil   Shea Butter   They find that these oils represent the best combination of nutrients and vitamins to keep your skin healthy and soft. Soaps also contain lye which is naturally removed during the saponification process. Most soaps also contain essential oils or fragrance oils that are gentle on your skin.What is the size of the soap?All bars are approximately 5oz in weight. It is designed to fit in your hand without feeling too small.How long will the soap last?Soaps should last between 2-4 weeks worth of daily use. Why the big spread? Soap duration depends on a lot of things including: usage, number of users, water type and storage. The best way to preserve the soap for long use is to use it with a sasquatch soap saver!Do Dr. Squatch use animal products in their soap?Generally no. Dr. Squatch do offer a Goat's Milk and a Greek Yogurt soap that are delicious and moisturizing. None of Dr. Squatch other soaps contain animal products. All of the other oils in their soap are vegetable based.Whats the best way to store the soap in the shower?To prolong the life of the soap store in a place where it can dry between use. The key is to find a way to store the soap so that air",None,,1469069713898
186486113,Acqua Di Parma Gelsomino Nobile by Acqua Di Parma Eau De Parfum Spray 3.4 oz for Women,Acqua Di Parma Gelsomino Nobile by Acqua Di Parma Eau De Parfum Spray 3.4 oz for Women,"A celebration of the jasmine flower that grows only in Calabria Italy, (gelsomino is Italian for Jasmine), this perfume was created by Michel Almairic in 2011.The fragrance begins with a peppery citrus that blends smoothly into a bright floral heart and sheer woods base. Softly elegant, it is a light and airy feminine fragrance.",None,,1471510312628
45897947,Maxima 128 Quaternary Disinfectants BRI16104104,"Maxima 128 Germicidal Detergent is a hospital-grade, EPA registered quaternary germicidal detergent including label claims VRE, MRSA, Hepatitis B, and USDA C1 with a high dilution rate.   It cleans, disinfects and deodorizes all hard surfaces including glass, floors, walls, bright work, bathrooms and more.   Unlike alkaline-based products, it won't damage or dull surfaces over time.  Plus, it doesn't film or leave water spots, smells great and is gentle on skin.   Per diluted use, it is extremely economical, too.   Maxima 128, 1:128 dilution rate.","Maxima 128 Germicidal Detergent is a hospital-grade, EPA registered quaternary germicidal detergent including label claims VRE, MRSA, Hepatitis B, and USDA C1 with a high dilution rate.   It cleans, disinfects and deodorizes all hard surfaces including glass, floors, walls, bright work, bathrooms and more.   Unlike alkaline-based products, it won't damage or dull surfaces over time.  Plus, it doesn't film or leave water spots, smells great and is gentle on skin.   Per diluted use, it is extremely economical, too.   Maxima 128, 1:128 dilution rate.",None,,1476410445748
52076898,"Bliss Grapefruit + Aloe Body Butter Maximum Moisture Cream, 6.7 oz","<p>Bliss Grapefruit + Aloe Body Butter Maximum Moisture Cream delivers long-lasting, skin rejuvenating hydration. This deeply nourishing body butter features sodium hyaluronate for long-lasting hydration and the invigorating scent of fresh aloe and sun-kissed pink grapefruit.</p>","<B>Bliss Grapefruit + Aloe Body Butter Maximum Moisture Cream:</b><ul><li>Introduced by the design house of Bliss<li>Delivers long-lasting, skin rejuvenating hydration</ul>",None,,1477581978569
48600204,"Houbigant Apercu EDP Spray, 1.67 fl oz","<p>Launched by the design house of Houbigant in the year 2000. This chypre fragrance has a blend of citrus, rich florals, bergamot, jasmine, lemon, green leaf, geranium, cinnamon, ylang-ylang, vetiver, sandalwood, and patchouli notes.</p>","<B>Houbigant Apercu EDP Spray, 1.67 fl oz:</b><ul><li>Introduced by the design house of Houbigant<li>Recommended for Casual wear</ul>",chypre,,1476522390025
172429816,3 Pk Tom's of Maine Natural Care Long-Lasting Deodorant Stick Apricot 2.25 oz Ea,n/a,"Tom's of Maine, Natural Care Long-Lasting Deodorant Stick, Apricot, 2.25 oz<br><br>",None,,1477499592794
49098188,"NIVEA Skin Firming Hydration Body Lotion, 6.8 oz (Pack of 6)",<li>Pack of 6</li>,"<li><b>Pack of 6</b> for the UPC: 072140011598</li> <br/> Nivea Skin Firming Hydration Body Lotion with Q10 Plus is proven to firm skin and tighten skin&acirc;&#128;&#153;s surface in as little as two weeks. Hydra IQ technology supports skin&acirc;&#128;&#153;s own hydration network to unleash deep, non-stop moisture that lasts more than 24 hours. Co-enzyme Q10 and Hydra IQ Technology provide softer, smoother, more toned skin. This product is free of artificial colors and animal derived ingredients and is dermatologically tested and approved. <br/>Ingredients: &nbsp; Water, Glycerin, Mineral Oil (Paraffinum Liquidum), Glyceryl Stearate SE, Octyldodecanol, Alcohol Denatured, Stearic Acid, Dicaprylyl Ether, Dimethicone, Myristyl Alcohol, Creatine, Ubiquinone (Coenzyme Q10), Phenoxyethanol, Fragrance, Carbomer, Sodium Hydroxide, 1 Methylhydantoin 2 Imide, Methylparaben, Propylparaben",None,,1477576374820
35067459,"Strawberry Genuine Moisturizing Liquid Hand Soap, 16 fl oz",</p>,<B>Strawberry Genuine Moisturizing Liquid Hand Soap:</b><ul><li>Comes in a reusable plastic mason jar-like container<li>Classic style for kitchen or bath</ul>,None,,1477431615571
39453287,"Tiferet Aromatherapy: Blue Glass Aromatic Oils, Cedarwood Morocco 5 ml","Tiferet's Pro - Organic line is a collection of the highest quality oils available anywhere. Tiferet is overseeing the production of these oils from the very highest quality Organically cultivated or Organically wildcrafted plants, which are carefully harvested, extracted and stored. Front Label Panel: Tiferet Cedarwood Instructions: Circulatory Tonic; Assists Spinal Integrity; Strengthening Ingredients: Cedrus Atlantica Part Of Plant Used: Wood Region Of Origin: Morocco Organically Wildcrafted Supplemental Facts: The New Pro-Organic Line From Tiferet Which Is The Fruit Of 18 Years Of Searching Out The Finest Oils From Throughout The World, Is A Collection Of The Highest Quality Oils Available Anywhere. We Are Overseeing The Production Of These Oils From The Very Highest Quality Organically Cultivated Or Organically Wildcrafted Plants, Which Are Carefully Harvested, Extracted And Stored. The Result Is A Line Of 60 Oils Of Extraordinary Quality In Fragrance Effect And Therapeutic Potency.","Tiferet's Pro - Organic line is a collection of the highest quality oils available anywhere. Tiferet is overseeing the production of these oils from the very highest quality Organically cultivated or Organically wildcrafted plants, which are carefully harvested, extracted and stored. Front Label Panel: Tiferet Cedarwood Instructions: Circulatory Tonic; Assists Spinal Integrity; Strengthening Ingredients: Cedrus Atlantica Part Of Plant Used: Wood Region Of Origin: Morocco Organically Wildcrafted Supplemental Facts: The New Pro-Organic Line From Tiferet Which Is The Fruit Of 18 Years Of Searching Out The Finest Oils From Throughout The World, Is A Collection Of The Highest Quality Oils Available Anywhere. We Are Overseeing The Production Of These Oils From The Very Highest Quality Organically Cultivated Or Organically Wildcrafted Plants, Which Are Carefully Harvested, Extracted And Stored. The Result Is A Line Of 60 Oils Of Extraordinary Quality In Fragrance Effect And Therapeutic Potency.",None,,1435539475193
188993614,Guerlain Homme Hair And Body Wash For Men,Homme Hair and Body Wash,Homme Hair and Body Wash,None,,1476616093876
39804967,Clorox 4 in One Disinfectant Sanitizer - Liquid Solution - 0.11 gal (14 fl oz) - Fresh Citrus Scent - 1 Each - Orange,Clorox 4 in One Disinfectant Sanitizer - Liquid Solution - 0.11 gal (14 fl oz) - Fresh Citrus Scent - 1 Each - Orange,"<p>Clorox 4-in-1 disinfects hard surfaces with 24 EPA-registered kill claims. It sanitizes soft surfaces in just 30 seconds and sanitizes the air, killing odor-causing airborne bacteria. It reduces allergens that can trigger allergies and asthma. The disinfectant/sanitizer also deodorizes and leaves a fresh citrus scent. It works quickly and efficiently with no pre-cleaning required.</p><p><b>General Information</b><ul><li>Manufacturer: The Clorox Company</li><li>Manufacturer Part Number: 31043</li><li>Brand Name: Clorox</li><li>Product Line: Commercial Solutions</li><li>Product Name: 4 in One Disinfectant Sanitizer</li><li>Packaged Quantity: 1 Each</li><li>Product Type: Surface Cleaner</li></ul></p><p><b>Product Information</b><ul><li>Cleaner Type: Liquid Solution</li><li>Cleaner Volume: 0.11 gal (14 fl oz)</li><li>Scent: Fresh Citrus</li><li>Recommended Use: <ul><li>Allergen Remover</li><li>Germs Remover</li></ul></li><li>Application/Usage: <ul><li>Hard Surface</li><li>Soft Surface</li></ul></li><li>Features: <ul><li>Disinfectant</li><li>Anti-bacterial</li><li>Deodorize</li></ul></li></ul></p><p><b>Physical Characteristics</b><ul><li>Color: Orange</li></ul></p><p><b>Miscellaneous</b><ul><li>Recycled: No</li><li>Assembly Required: No</li><li>Green Compliant: Yes</li><li>Green Compliance Certificate/Authority: EPA</li><li>Country of Origin: United States</li></ul></p>",citrus,,1477578342579
173433032,"South Of France Bar Soap, French Milled, Lavender Fields, 18 Oz","South Of France Bar Soap, French Milled, Lavender Fields, 18 Oz","FRENCH MILLED BAR SOAP WITH ORGANIC SHEA BUTTER***NATURAL BODY CARE***TRIPLE-MILLED: ~ COCONUT OIL FOR LONGER-LASTING, RICH LATHER ~ ORGANIC SHEA BUTTER FOR DEEPER MOISTURIZATION***TURN YOUR EVERYDAY CLEANSING ROUTINE INTO AN INDULGENT, SCENT-SATIONAL RITUAL!",None,,1476366051133
121508648,"Lime Pure Essential Oil (0.50 oz, ZIN: 305112)","Essential Oils by Bianca Rosa are 100% Pure Natural Essences derived from the highest quality fruits, flowers, leaves, spices, herbs and roots. Our essential oil distillers and growers are located around the world, operating ethically, organically and che","Essential Oils by Bianca Rosa are 100% Pure Natural Essences derived from the highest quality fruits, flowers, leaves, spices, herbs and roots. Our essential oil distillers and growers are located around the world, operating ethically, organically and che",None,,1475340558657
27009139,Giorgio Armani Emporio Armani Diamonds Eau De Toilette Spray For Men,"A gourmet-woody fragrance for young, urban gentlemen  Brilliant, sharp & sparkling as a diamond  Features sweet aromas of bergamot with Guaiac, vetiver, cedar  Blended with pepper, cocoa & ambroxan  Suitable for special occasions  Perfect for daytime & casual wear","A gourmet-woody fragrance for young, urban gentlemen  Brilliant, sharp & sparkling as a diamond  Features sweet aromas of bergamot with Guaiac, vetiver, cedar  Blended with pepper, cocoa & ambroxan  Suitable for special occasions  Perfect for daytime & casual wear",woody,,1476470293927
54716612,"Paul Sebastian Design Fragrance Gift Set for Women, 2 pc","<p>The Paul Sebastian Design Fragrance Gift Set for Women provides everything a woman needs to add a touch of sophistication to her everyday routine. Complete with lotion and a bottle of Paul Sebastian perfume, this two piece set is a fine gift idea for a woman who travels. The Paul Sebastian Design Eau de Parfum is rich and spicy, with undertones of musk and rose. Hints of citrus honeysuckle are blended evenly throughout this fragrance. This women's perfume gift set will make a fabulous holiday present.</p>","<B>Paul Sebastian Design Fragrance Gift Set for Women:</b><ul><li>Fine Parfum Fragrance Spray 3.4 fl oz and Luxury Body Lotion 6.8 fl oz<li>A blend of honeysuckle, spicy carnation, citrus, warm musky tones and rose<li>Musky undertones combine richness and depth</ul>",None,,1477331379384
